Count,Date,Hour,Temperature,Humidity,Wind,Visibility,Dew,Solar,Rainfall,Snowfall,Seasons,Holiday,Functioning,ID
210,12/1/2018,20,-7.9,31,1.4,2000,-22.1,0,0,0,Winter,No Holiday,Yes,326234
184,12/1/2018,21,-7.4,33,1.4,2000,-20.9,0,0,0,Winter,No Holiday,Yes,918480
186,12/1/2018,22,-6.9,39,1.6,2000,-18.5,0,0,0,Winter,No Holiday,Yes,190101
144,12/1/2018,23,-6.7,36,1.3,1821,-19.3,0,0,0,Winter,No Holiday,Yes,599618
152,13/1/2018,0,-6.6,39,1.6,1930,-18.2,0,0,0,Winter,No Holiday,Yes,204186
168,13/1/2018,1,-6.5,45,0.5,1964,-16.4,0,0,0,Winter,No Holiday,Yes,912349
145,13/1/2018,2,-6.4,40,0.9,2000,-17.8,0,0,0,Winter,No Holiday,Yes,233449
77,13/1/2018,3,-6.5,42,0.7,1996,-17.3,0,0,0,Winter,No Holiday,Yes,964568
47,13/1/2018,4,-6.4,46,0.8,1993,-16.1,0,0,0,Winter,No Holiday,Yes,972307
40,13/1/2018,5,-6.3,51,0.8,2000,-14.8,0,0,0,Winter,No Holiday,Yes,108672
42,13/1/2018,6,-6.4,59,0.6,887,-13.1,0,0,0,Winter,No Holiday,Yes,173700
43,13/1/2018,7,-6.5,68,0.6,571,-11.4,0,0,0,Winter,No Holiday,Yes,233462
67,13/1/2018,8,-6.5,72,0.8,670,-10.7,0,0,0.2,Winter,No Holiday,Yes,474694
102,13/1/2018,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,Winter,No Holiday,Yes,133427
106,13/1/2018,10,-5.5,72,0.7,1354,-9.7,0.29,0,0.6,Winter,No Holiday,Yes,181894
133,13/1/2018,11,-4.8,70,1,1244,-9.4,0.21,0,0.6,Winter,No Holiday,Yes,407440
174,13/1/2018,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,Winter,No Holiday,Yes,717349
212,13/1/2018,13,-2.5,62,1.4,1087,-8.7,0.66,0,0,Winter,No Holiday,Yes,265330
215,13/1/2018,14,-1.8,62,0.7,936,-8.1,0.55,0,0,Winter,No Holiday,Yes,767897
251,13/1/2018,15,-1.5,62,0.9,957,-7.8,0.28,0,0,Winter,No Holiday,Yes,161689
249,13/1/2018,16,-1.2,63,0.9,876,-7.3,0.19,0,0,Winter,No Holiday,Yes,262118
277,13/1/2018,17,-1.4,68,1,761,-6.5,0.11,0,0,Winter,No Holiday,Yes,676038
223,13/1/2018,18,-2.6,73,1,684,-6.7,0.01,0,0,Winter,No Holiday,Yes,241895
167,13/1/2018,19,-3.3,76,0.8,633,-6.9,0,0,0,Winter,No Holiday,Yes,715905
158,13/1/2018,20,-3.9,78,1.1,596,-7.1,0,0,0,Winter,No Holiday,Yes,792130
156,13/1/2018,21,-4.1,79,0.7,522,-7.2,0,0,0,Winter,No Holiday,Yes,167035
168,13/1/2018,22,-4.3,81,0.4,435,-7,0,0,0,Winter,No Holiday,Yes,400731
131,13/1/2018,23,-4.4,81,0.7,420,-7.1,0,0,0,Winter,No Holiday,Yes,377161
149,14/1/2018,0,-4.4,81,0.7,414,-7.1,0,0,0,Winter,No Holiday,Yes,336512
150,14/1/2018,1,-3.7,79,0.9,438,-6.8,0,0,0,Winter,No Holiday,Yes,433717
111,14/1/2018,2,-3.5,78,1,444,-6.7,0,0,0,Winter,No Holiday,Yes,220941
79,14/1/2018,3,-3.6,78,1.6,471,-6.8,0,0,0,Winter,No Holiday,Yes,912390
48,14/1/2018,4,-4,79,1.2,453,-7.1,0,0,0,Winter,No Holiday,Yes,219504
29,14/1/2018,5,-4.2,79,1.2,442,-7.3,0,0,0,Winter,No Holiday,Yes,199759
49,14/1/2018,6,-4.3,79,1.1,433,-7.4,0,0,0,Winter,No Holiday,Yes,328707
59,14/1/2018,7,-4.4,80,1.4,411,-7.3,0,0,0,Winter,No Holiday,Yes,521732
81,14/1/2018,8,-3.8,79,0.8,412,-6.9,0,0,0,Winter,No Holiday,Yes,208091
118,14/1/2018,9,-3.4,77,1.6,432,-6.8,0.12,0,0,Winter,No Holiday,Yes,621950
134,14/1/2018,10,-2.1,72,1.7,489,-6.4,0.34,0,0,Winter,No Holiday,Yes,495620
174,14/1/2018,11,-0.5,64,0.7,537,-6.4,0.49,0,0,Winter,No Holiday,Yes,154452
226,14/1/2018,12,1.2,58,0.8,550,-6.1,0.74,0,0,Winter,No Holiday,Yes,354924
272,14/1/2018,13,3,52,1.4,568,-5.9,0.9,0,0,Winter,No Holiday,Yes,358366
304,14/1/2018,14,3.7,53,0.6,592,-5,0.74,0,0,Winter,No Holiday,Yes,423443
353,14/1/2018,15,4.6,50,0.9,824,-4.9,0.62,0,0,Winter,No Holiday,Yes,908560
366,14/1/2018,16,5.3,49,1.8,982,-4.5,0.43,0,0,Winter,No Holiday,Yes,824778
302,14/1/2018,17,4.5,51,1.1,1244,-4.7,0.17,0,0,Winter,No Holiday,Yes,328774
250,14/1/2018,18,4.1,53,1.3,1132,-4.6,0,0,0,Winter,No Holiday,Yes,999111
208,14/1/2018,19,3.9,54,1.1,1102,-4.5,0,0,0,Winter,No Holiday,Yes,664625
210,14/1/2018,20,3.5,55,1,1100,-4.7,0,0,0,Winter,No Holiday,Yes,776839
213,14/1/2018,21,3.1,58,0.4,936,-4.3,0,0,0,Winter,No Holiday,Yes,214040
196,14/1/2018,22,2.8,60,0.6,829,-4.2,0,0,0,Winter,No Holiday,Yes,628812
144,14/1/2018,23,2.7,60,0.6,794,-4.3,0,0,0,Winter,No Holiday,Yes,402048
212,16/1/2018,0,1.8,67,1.2,387,-3.6,0,0,0,Winter,No Holiday,Yes,360026
207,16/1/2018,1,1.2,64,0.7,455,-4.8,0,0,0,Winter,No Holiday,Yes,916598
141,16/1/2018,2,0.5,72,0.7,385,-3.9,0,0,0,Winter,No Holiday,Yes,969788
81,16/1/2018,3,0.3,70,0.6,438,-4.5,0,0,0,Winter,No Holiday,Yes,282476
51,16/1/2018,4,0.8,65,0.7,502,-5,0,0,0,Winter,No Holiday,Yes,163942
58,16/1/2018,5,1.1,64,0.5,505,-4.9,0,0,0,Winter,No Holiday,Yes,225044
140,16/1/2018,6,1.2,69,0.6,436,-3.8,0,0,0,Winter,No Holiday,Yes,691452
318,16/1/2018,7,1.1,69,0.6,418,-3.9,0,0,0,Winter,No Holiday,Yes,654718
650,16/1/2018,8,1.2,68,0.6,411,-4,0,0,0,Winter,No Holiday,Yes,582038
376,16/1/2018,9,1.9,65,0.8,402,-3.9,0.06,0,0,Winter,No Holiday,Yes,456899
221,16/1/2018,10,2.7,60,0.5,392,-4.3,0.18,0,0,Winter,No Holiday,Yes,459978
256,16/1/2018,11,3.9,57,0.8,363,-3.8,0.28,0,0,Winter,No Holiday,Yes,576003
276,16/1/2018,12,5.2,52,1.2,349,-3.8,0.45,0,0,Winter,No Holiday,Yes,443798
296,16/1/2018,13,5.8,47,0.8,382,-4.6,0.53,0,0,Winter,No Holiday,Yes,501041
276,16/1/2018,14,6.5,43,0.8,468,-5.2,0.52,0,0,Winter,No Holiday,Yes,983500
250,16/1/2018,15,6.3,40,0.3,498,-6.3,0.19,0,0,Winter,No Holiday,Yes,296348
277,16/1/2018,16,5.8,50,0.9,547,-3.8,0.11,0,0,Winter,No Holiday,Yes,811836
381,16/1/2018,17,5.2,58,0.8,462,-2.4,0.08,0,0,Winter,No Holiday,Yes,700084
592,16/1/2018,18,4.9,59,1.4,427,-2.4,0,0,0,Winter,No Holiday,Yes,312047
409,16/1/2018,19,4.6,57,1,432,-3.2,0,0,0,Winter,No Holiday,Yes,272525
332,16/1/2018,20,4.5,58,0.8,383,-3,0,0,0,Winter,No Holiday,Yes,613156
342,16/1/2018,21,4.3,56,0.7,434,-3.7,0,0,0,Winter,No Holiday,Yes,759614
321,16/1/2018,22,4,57,0.3,430,-3.7,0,0,0,Winter,No Holiday,Yes,113743
242,16/1/2018,23,3.9,60,0.9,379,-3.1,0,0,0,Winter,No Holiday,Yes,658019
204,17/1/2018,0,3.5,62,0.4,382,-3.1,0,0,0,Winter,No Holiday,Yes,128679
183,17/1/2018,1,3.3,64,0.4,339,-2.8,0,0,0,Winter,No Holiday,Yes,203012
140,17/1/2018,2,3.1,65,0.8,310,-2.8,0,0,0,Winter,No Holiday,Yes,364297
75,17/1/2018,3,3,67,0.8,297,-2.5,0,0,0,Winter,No Holiday,Yes,378518
55,17/1/2018,4,3,68,0.5,322,-2.3,0,0,0,Winter,No Holiday,Yes,393308
72,17/1/2018,5,2.9,66,0.8,325,-2.8,0,0,0,Winter,No Holiday,Yes,553797
115,17/1/2018,6,2.7,71,1.1,270,-2,0,0,0,Winter,No Holiday,Yes,124496
272,17/1/2018,7,2.5,71,0.9,289,-2.2,0,0,0,Winter,No Holiday,Yes,105314
537,17/1/2018,8,2.6,70,0.6,296,-2.3,0,0,0,Winter,No Holiday,Yes,361347
337,17/1/2018,9,3,66,0.7,306,-2.7,0.12,0,0,Winter,No Holiday,Yes,391383
212,17/1/2018,10,4.3,58,0.5,401,-3.2,0.23,0,0,Winter,No Holiday,Yes,427297
270,17/1/2018,11,6,51,1,436,-3.3,0.55,0,0,Winter,No Holiday,Yes,574652
310,17/1/2018,12,8.1,51,1.4,367,-1.4,0.75,0,0,Winter,No Holiday,Yes,818168
273,17/1/2018,13,8,54,1.8,435,-0.7,0.57,0,0,Winter,No Holiday,Yes,742518
258,17/1/2018,14,7.7,54,2.6,313,-1,0.58,0,0,Winter,No Holiday,Yes,330096
278,17/1/2018,15,8.5,49,1.3,400,-1.6,0.73,0,0,Winter,No Holiday,Yes,587975
314,17/1/2018,16,8.3,54,1.2,330,-0.4,0.44,0,0,Winter,No Holiday,Yes,900788
380,17/1/2018,17,7.2,57,3.3,342,-0.7,0.19,0,0,Winter,No Holiday,Yes,739392
501,17/1/2018,18,5.2,62,2.9,503,-1.5,0.01,0,0,Winter,No Holiday,Yes,169143
360,17/1/2018,19,4.2,68,2.4,446,-1.1,0,0,0,Winter,No Holiday,Yes,714655
286,17/1/2018,20,3.5,72,1.7,361,-1,0,0,0,Winter,No Holiday,Yes,741078
320,17/1/2018,21,3.1,74,1.1,333,-1,0,0,0,Winter,No Holiday,Yes,667017
313,17/1/2018,22,2.8,74,0.5,309,-1.3,0,0,0,Winter,No Holiday,Yes,141349
227,17/1/2018,23,2.7,74,0.8,291,-1.4,0,0,0,Winter,No Holiday,Yes,412039
211,19/1/2018,0,0.3,45,1.8,1154,-10.2,0,0,0,Winter,No Holiday,Yes,599196
207,19/1/2018,1,0,43,1.7,1250,-11.1,0,0,0,Winter,No Holiday,Yes,824952
140,19/1/2018,2,-0.3,44,1.7,1295,-11.1,0,0,0,Winter,No Holiday,Yes,758303
93,19/1/2018,3,-0.6,43,1.7,1316,-11.6,0,0,0,Winter,No Holiday,Yes,741803
58,19/1/2018,4,-0.7,45,1.4,1241,-11.1,0,0,0,Winter,No Holiday,Yes,144310
61,19/1/2018,5,-1.4,47,1.4,1301,-11.2,0,0,0,Winter,No Holiday,Yes,838782
151,19/1/2018,6,-1.8,49,1.4,1359,-11.1,0,0,0,Winter,No Holiday,Yes,958610
334,19/1/2018,7,-2,49,1.9,1281,-11.3,0,0,0,Winter,No Holiday,Yes,801943
648,19/1/2018,8,-2.5,50,1,1281,-11.5,0,0,0,Winter,No Holiday,Yes,820130
387,19/1/2018,9,-2.1,42,1.3,1519,-13.3,0.17,0,0,Winter,No Holiday,Yes,692821
255,19/1/2018,10,0,29,1.3,1592,-15.9,0.52,0,0,Winter,No Holiday,Yes,628142
283,19/1/2018,11,2.2,20,0.6,1794,-18.5,0.83,0,0,Winter,No Holiday,Yes,918017
341,19/1/2018,12,4.3,28,1.5,1858,-12.6,0.98,0,0,Winter,No Holiday,Yes,623444
341,19/1/2018,13,4.7,26,2.6,1370,-13.2,1.11,0,0,Winter,No Holiday,Yes,724809
349,19/1/2018,14,4.7,24,3.6,1552,-14.2,1.08,0,0,Winter,No Holiday,Yes,926270
381,19/1/2018,15,5.4,25,2.4,1686,-13.1,0.9,0,0,Winter,No Holiday,Yes,228338
390,19/1/2018,16,4.9,27,2.8,1648,-12.5,0.65,0,0,Winter,No Holiday,Yes,839880
468,19/1/2018,17,4.1,34,3.1,1810,-10.3,0.28,0,0,Winter,No Holiday,Yes,254151
702,19/1/2018,18,2.9,45,1.6,1629,-7.8,0.04,0,0,Winter,No Holiday,Yes,439723
471,19/1/2018,19,2,48,1.8,1519,-7.8,0,0,0,Winter,No Holiday,Yes,189206
342,19/1/2018,20,1.2,51,0.6,1544,-7.8,0,0,0,Winter,No Holiday,Yes,262684
331,19/1/2018,21,0.5,52,0.8,1595,-8.2,0,0,0,Winter,No Holiday,Yes,334459
292,19/1/2018,22,0,56,0.8,1544,-7.7,0,0,0,Winter,No Holiday,Yes,174551
236,19/1/2018,23,-0.5,59,0.9,1487,-7.5,0,0,0,Winter,No Holiday,Yes,220295
228,20/1/2018,0,-0.6,60,0.6,1433,-7.4,0,0,0,Winter,No Holiday,Yes,305163
258,20/1/2018,1,-0.9,64,0.4,1273,-6.8,0,0,0,Winter,No Holiday,Yes,778455
216,20/1/2018,2,-0.9,65,0.6,1369,-6.6,0,0,0,Winter,No Holiday,Yes,143324
118,20/1/2018,3,-0.9,65,0.2,1359,-6.6,0,0,0,Winter,No Holiday,Yes,749056
89,20/1/2018,4,-0.7,65,0.6,1226,-6.4,0,0,0,Winter,No Holiday,Yes,833331
56,20/1/2018,5,-0.3,62,0.6,862,-6.7,0,0,0,Winter,No Holiday,Yes,343836
50,20/1/2018,6,-0.1,60,0.4,1080,-6.9,0,0,0,Winter,No Holiday,Yes,965408
101,20/1/2018,7,0.2,60,0.3,1145,-6.6,0,0,0,Winter,No Holiday,Yes,688535
191,20/1/2018,8,0.3,63,0.4,1140,-5.9,0,0,0,Winter,No Holiday,Yes,698171
234,20/1/2018,9,0.9,63,0.9,1090,-5.3,0.07,0,0,Winter,No Holiday,Yes,912769
259,20/1/2018,10,2.1,60,1.2,1005,-4.8,0.3,0,0,Winter,No Holiday,Yes,239804
285,20/1/2018,11,3.7,59,1.8,978,-3.5,0.51,0,0,Winter,No Holiday,Yes,497644
325,20/1/2018,12,5.3,55,2.6,904,-3,0.85,0,0,Winter,No Holiday,Yes,137285
356,20/1/2018,13,6.3,55,3,792,-2,0.85,0,0,Winter,No Holiday,Yes,529767
334,20/1/2018,14,5.9,61,3.2,623,-1,0.52,0,0,Winter,No Holiday,Yes,181115
406,20/1/2018,15,6.3,55,3,355,-2,0.68,0,0,Winter,No Holiday,Yes,372819
352,20/1/2018,16,6.6,42,3,355,-5.4,0.48,0,0,Winter,No Holiday,Yes,986844
377,20/1/2018,17,5.7,53,1.8,276,-3.1,0.22,0,0,Winter,No Holiday,Yes,204581
283,20/1/2018,18,4.6,55,3.2,232,-3.6,0.03,0,0,Winter,No Holiday,Yes,906880
223,20/1/2018,19,3.5,66,1.7,187,-2.2,0,0,0,Winter,No Holiday,Yes,163422
219,20/1/2018,20,2.9,66,1.2,173,-2.8,0,0,0,Winter,No Holiday,Yes,670664
220,20/1/2018,21,2.1,48,2.8,346,-7.7,0,0,0,Winter,No Holiday,Yes,855005
232,20/1/2018,22,1.5,48,2.4,422,-8.3,0,0,0,Winter,No Holiday,Yes,191952
164,20/1/2018,23,0.8,53,1.7,382,-7.7,0,0,0,Winter,No Holiday,Yes,552325
196,21/1/2018,0,-0.3,60,1.9,340,-7.1,0,0,0,Winter,No Holiday,Yes,521016
177,21/1/2018,1,-0.8,58,0.4,400,-8,0,0,0,Winter,No Holiday,Yes,365985
107,21/1/2018,2,-1.5,63,1,380,-7.6,0,0,0,Winter,No Holiday,Yes,942148
107,21/1/2018,3,-2,60,0.5,474,-8.7,0,0,0,Winter,No Holiday,Yes,176672
73,21/1/2018,4,-2.3,47,0.7,984,-12.1,0,0,0,Winter,No Holiday,Yes,449340
32,21/1/2018,5,-2.6,49,1.1,1065,-11.8,0,0,0,Winter,No Holiday,Yes,558750
36,21/1/2018,6,-3.1,54,1.4,1037,-11.1,0,0,0,Winter,No Holiday,Yes,802932
61,21/1/2018,7,-3.2,54,1.2,1113,-11.2,0,0,0,Winter,No Holiday,Yes,150786
115,21/1/2018,8,-3.6,53,0.5,1227,-11.8,0,0,0,Winter,No Holiday,Yes,938896
152,21/1/2018,9,-3.2,46,0.8,1091,-13.2,0.15,0,0,Winter,No Holiday,Yes,245552
189,21/1/2018,10,-1.3,37,0.8,1070,-14.1,0.47,0,0,Winter,No Holiday,Yes,752046
216,21/1/2018,11,1.9,25,1,1493,-16.1,0.78,0,0,Winter,No Holiday,Yes,837899
271,21/1/2018,12,3.9,30,1.6,1085,-12.1,0.91,0,0,Winter,No Holiday,Yes,902604
343,21/1/2018,13,4.9,22,2,1446,-15,1,0,0,Winter,No Holiday,Yes,442014
340,21/1/2018,14,5.4,18,1.2,1923,-17,0.96,0,0,Winter,No Holiday,Yes,834339
389,21/1/2018,15,5.4,20,2.2,1890,-15.8,0.8,0,0,Winter,No Holiday,Yes,482114
396,21/1/2018,16,4.7,17,2.1,2000,-18.3,0.55,0,0,Winter,No Holiday,Yes,746633
383,21/1/2018,17,3.8,20,1.3,2000,-17.1,0.24,0,0,Winter,No Holiday,Yes,815425
295,21/1/2018,18,2.5,24,2,2000,-16,0.02,0,0,Winter,No Holiday,Yes,718185
223,21/1/2018,19,1.3,25,1.3,2000,-16.6,0,0,0,Winter,No Holiday,Yes,430644
258,21/1/2018,20,0.3,27,0.4,2000,-16.5,0,0,0,Winter,No Holiday,Yes,608290
237,21/1/2018,21,-0.1,29,0.5,2000,-16,0,0,0,Winter,No Holiday,Yes,887309
207,21/1/2018,22,-0.3,32,0.7,2000,-15,0,0,0,Winter,No Holiday,Yes,693649
170,21/1/2018,23,-0.4,32,0.6,2000,-15.1,0,0,0,Winter,No Holiday,Yes,726559
171,22/1/2018,0,-0.2,30,0.4,2000,-15.7,0,0,0,Winter,No Holiday,Yes,359823
97,22/1/2018,1,-0.2,32,0.7,2000,-14.9,0,0,0,Winter,No Holiday,Yes,121402
73,22/1/2018,2,-0.2,33,1.4,2000,-14.5,0,0,0,Winter,No Holiday,Yes,335433
53,22/1/2018,3,-0.3,31,0.3,2000,-15.4,0,0,0,Winter,No Holiday,Yes,420545
31,22/1/2018,4,0,32,0.4,2000,-14.7,0,0,0,Winter,No Holiday,Yes,104479
60,22/1/2018,5,0,32,0.7,2000,-14.7,0,0,0,Winter,No Holiday,Yes,853829
165,22/1/2018,6,0,33,0.4,2000,-14.3,0,0,0,Winter,No Holiday,Yes,649384
316,22/1/2018,7,-0.4,34,1,1989,-14.3,0,0,0,Winter,No Holiday,Yes,611425
683,22/1/2018,8,-0.7,32,0.5,1991,-15.3,0,0,0,Winter,No Holiday,Yes,787181
365,22/1/2018,9,0.1,33,0.8,1901,-14.3,0.06,0,0,Winter,No Holiday,Yes,591006
221,22/1/2018,10,1.1,31,0.7,1898,-14.1,0.25,0,0,Winter,No Holiday,Yes,599641
277,22/1/2018,11,2.4,27,0.9,1796,-14.7,0.47,0,0,Winter,No Holiday,Yes,594242
323,22/1/2018,12,3.9,28,0.9,1383,-12.9,0.6,0,0,Winter,No Holiday,Yes,893859
281,22/1/2018,13,3.9,33,0.6,1249,-10.9,0.19,0,0,Winter,No Holiday,Yes,199382
249,22/1/2018,14,3.3,73,0.4,744,-1,0.11,0,0,Winter,No Holiday,Yes,305785
63,22/1/2018,15,3.6,69,1.8,655,-1.5,0.17,0,0,Winter,No Holiday,Yes,800560
18,22/1/2018,16,2,87,1.9,140,0,0.03,0,0,Winter,No Holiday,Yes,338981
43,22/1/2018,17,1.3,93,1.2,81,0.2,0.03,0,0.2,Winter,No Holiday,Yes,848086
170,22/1/2018,18,1.1,96,3,187,0.5,0,3.3,1,Winter,No Holiday,Yes,217595
167,22/1/2018,19,-0.1,88,3.2,582,-1.8,0,0,1,Winter,No Holiday,Yes,765083
181,22/1/2018,20,-0.8,85,2.9,836,-3,0,0,1,Winter,No Holiday,Yes,247913
187,22/1/2018,21,-1.8,85,2.9,590,-3.9,0,0,1,Winter,No Holiday,Yes,729125
170,22/1/2018,22,-3.2,81,3.9,492,-6,0,0,1,Winter,No Holiday,Yes,540252
139,22/1/2018,23,-4.2,79,2.9,554,-7.3,0,0,1,Winter,No Holiday,Yes,480559
96,23/1/2018,0,-5.3,77,3.8,894,-8.7,0,0,1,Winter,No Holiday,Yes,553409
120,23/1/2018,1,-6,76,3.1,1178,-9.5,0,0,1,Winter,No Holiday,Yes,150572
75,23/1/2018,2,-7.5,65,3.9,2000,-12.9,0,0,1,Winter,No Holiday,Yes,436434
55,23/1/2018,3,-8.6,68,3.3,2000,-13.4,0,0,1,Winter,No Holiday,Yes,994488
45,23/1/2018,4,-9.5,49,4.3,2000,-18.2,0,0,1,Winter,No Holiday,Yes,575713
44,23/1/2018,5,-10.5,46,3,2000,-19.9,0,0,1,Winter,No Holiday,Yes,122953
84,23/1/2018,6,-11.5,47,3.2,2000,-20.5,0,0,1,Winter,No Holiday,Yes,771411
211,23/1/2018,7,-12.5,41,4.5,2000,-23,0,0,1,Winter,No Holiday,Yes,686536
423,23/1/2018,8,-13,41,4,2000,-23.5,0,0,1,Winter,No Holiday,Yes,313356
228,23/1/2018,9,-13.3,36,3.5,2000,-25.2,0.19,0,1,Winter,No Holiday,Yes,538543
132,23/1/2018,10,-12.1,34,3.5,1968,-24.8,0.62,0,1,Winter,No Holiday,Yes,696732
184,23/1/2018,11,-11.7,27,4,1935,-26.9,0.94,0,1,Winter,No Holiday,Yes,306352
180,23/1/2018,12,-11.3,27,3.7,1955,-26.6,1.18,0,1,Winter,No Holiday,Yes,569717
189,23/1/2018,13,-11,27,4,1959,-26.3,1.26,0,1,Winter,No Holiday,Yes,119145
169,23/1/2018,14,-10.4,30,4.3,2000,-24.6,1.22,0,1,Winter,No Holiday,Yes,556572
181,23/1/2018,15,-9.7,32,3.6,2000,-23.3,1.04,0,1,Winter,No Holiday,Yes,986045
181,23/1/2018,16,-10.1,34,4.3,2000,-23,0.74,0,1,Winter,No Holiday,Yes,254298
239,23/1/2018,17,-10.6,38,3.5,2000,-22.2,0.38,0,0.9,Winter,No Holiday,Yes,665796
351,23/1/2018,18,-11.5,43,2.4,2000,-21.6,0.05,0,0.9,Winter,No Holiday,Yes,696305
248,23/1/2018,19,-12,47,3.2,2000,-21,0,0,0.9,Winter,No Holiday,Yes,805536
178,23/1/2018,20,-12.5,52,3,2000,-20.3,0,0,0.9,Winter,No Holiday,Yes,887071
145,23/1/2018,21,-13.2,49,4.1,2000,-21.6,0,0,0.9,Winter,No Holiday,Yes,192635
117,23/1/2018,22,-13.9,45,4,2000,-23.2,0,0,0.9,Winter,No Holiday,Yes,422213
106,23/1/2018,23,-14.3,38,4,2000,-25.5,0,0,0.9,Winter,No Holiday,Yes,572165
90,24/1/2018,0,-14.6,34,3.9,2000,-27,0,0,0.9,Winter,No Holiday,Yes,880684
89,24/1/2018,1,-15,31,2.5,2000,-28.3,0,0,0.9,Winter,No Holiday,Yes,581713
50,24/1/2018,2,-15.2,32,3.1,2000,-28.2,0,0,0.9,Winter,No Holiday,Yes,717896
32,24/1/2018,3,-15.2,30,3.4,2000,-28.9,0,0,0.9,Winter,No Holiday,Yes,490891
24,24/1/2018,4,-15.4,30,2.5,2000,-29.1,0,0,0.9,Winter,No Holiday,Yes,396575
34,24/1/2018,5,-15.6,29,3.7,2000,-29.6,0,0,0.9,Winter,No Holiday,Yes,400740
71,24/1/2018,6,-15.7,29,2.5,2000,-29.7,0,0,0.9,Winter,No Holiday,Yes,742117
164,24/1/2018,7,-15.9,30,3,2000,-29.5,0,0,0.9,Winter,No Holiday,Yes,559865
364,24/1/2018,8,-16.2,30,1.6,2000,-29.8,0,0,0.9,Winter,No Holiday,Yes,607577
192,24/1/2018,9,-15.8,27,3.4,2000,-30.5,0.2,0,0.9,Winter,No Holiday,Yes,878430
90,24/1/2018,10,-14.5,24,4.6,1902,-30.6,0.61,0,0.9,Winter,No Holiday,Yes,256952
124,24/1/2018,11,-13.1,25,3.8,1964,-29,0.96,0,0.9,Winter,No Holiday,Yes,496609
121,24/1/2018,12,-12.2,26,4,2000,-27.8,1.17,0,0.9,Winter,No Holiday,Yes,637422
140,24/1/2018,13,-12,25,6,1887,-28,1.27,0,0.9,Winter,No Holiday,Yes,528995
125,24/1/2018,14,-11.1,26,3.8,1980,-26.8,1.25,0,0.8,Winter,No Holiday,Yes,689876
149,24/1/2018,15,-10.8,29,3.8,2000,-25.4,1.06,0,0.7,Winter,No Holiday,Yes,250561
124,24/1/2018,16,-11.2,30,4.7,2000,-25.3,0.77,0,0.7,Winter,No Holiday,Yes,705905
203,24/1/2018,17,-11.8,26,3.5,2000,-27.4,0.39,0,0.7,Winter,No Holiday,Yes,208902
297,24/1/2018,18,-13,29,3.4,2000,-27.3,0.05,0,0.7,Winter,No Holiday,Yes,447734
211,24/1/2018,19,-13.8,32,2.2,2000,-26.9,0,0,0.7,Winter,No Holiday,Yes,404542
125,24/1/2018,20,-14.3,37,1.3,2000,-25.8,0,0,0.7,Winter,No Holiday,Yes,504708
132,24/1/2018,21,-14.7,40,3.2,1933,-25.3,0,0,0.7,Winter,No Holiday,Yes,529401
121,24/1/2018,22,-15.2,45,4,2000,-24.4,0,0,0.7,Winter,No Holiday,Yes,748485
82,24/1/2018,23,-15.7,43,3.6,2000,-25.4,0,0,0.7,Winter,No Holiday,Yes,231338
78,25/1/2018,0,-15.9,43,3.8,2000,-25.6,0,0,0.7,Winter,No Holiday,Yes,613225
68,25/1/2018,1,-16.1,42,2.2,2000,-26,0,0,0.7,Winter,No Holiday,Yes,909625
60,25/1/2018,2,-16,42,1.3,2000,-25.9,0,0,0.7,Winter,No Holiday,Yes,186787
32,25/1/2018,3,-16,40,1.9,2000,-26.5,0,0,0.7,Winter,No Holiday,Yes,328650
22,25/1/2018,4,-15.9,37,2.4,1985,-27.2,0,0,0.7,Winter,No Holiday,Yes,216664
34,25/1/2018,5,-15.8,37,2.7,2000,-27.1,0,0,0.7,Winter,No Holiday,Yes,680596
71,25/1/2018,6,-16.1,33,3,2000,-28.7,0,0,0.7,Winter,No Holiday,Yes,621724
165,25/1/2018,7,-16.2,33,2.2,2000,-28.7,0,0,0.7,Winter,No Holiday,Yes,812003
349,25/1/2018,8,-16.4,32,3.3,2000,-29.2,0.01,0,0.6,Winter,No Holiday,Yes,236714
187,25/1/2018,9,-16.2,33,2.9,2000,-28.7,0.19,0,0.6,Winter,No Holiday,Yes,523101
105,25/1/2018,10,-15.3,33,2.4,2000,-27.9,0.56,0,0.6,Winter,No Holiday,Yes,900823
122,25/1/2018,11,-13.8,25,3.5,1996,-29.6,0.91,0,0.6,Winter,No Holiday,Yes,898360
142,25/1/2018,12,-12.8,25,3.2,1981,-28.7,1.16,0,0.6,Winter,No Holiday,Yes,268871
130,25/1/2018,13,-11.4,27,3.9,2000,-26.7,1.26,0,0.6,Winter,No Holiday,Yes,370107
160,25/1/2018,14,-10.4,25,2.3,1981,-26.7,1.21,0,0.5,Winter,No Holiday,Yes,962450
130,25/1/2018,15,-9.7,28,3.7,2000,-24.8,1,0,0.5,Winter,No Holiday,Yes,481808
152,25/1/2018,16,-9.6,31,2.6,1973,-23.6,0.66,0,0.5,Winter,No Holiday,Yes,509729
170,25/1/2018,17,-10.9,32,4,2000,-24.4,0.28,0,0.5,Winter,No Holiday,Yes,830536
288,25/1/2018,18,-11.8,33,4,2000,-24.8,0.04,0,0.5,Winter,No Holiday,Yes,632242
178,25/1/2018,19,-12.7,33,3.7,2000,-25.6,0,0,0.5,Winter,No Holiday,Yes,240152
